image_name,label,split
42056.png,1,train
74890.png,1,train
40759.png,0,train
51476.png,1,train
86071.png,1,train
41037.png,1,train
17965.png,0,train
64870.png,1,train
76285.png,1,train
05672.png,0,train
57926.png,0,train
95064.png,0,train
87409.png,1,train
09382.png,0,train
84629.png,0,train
13986.png,0,train
72964.png,0,train
73205.png,0,train
28610.png,1,train
67312.png,0,train
17536.png,0,train
43190.png,0,train
47518.png,1,train
92768.png,1,train
45208.png,0,train
56917.png,0,train
07916.png,0,train
41869.png,1,train
75290.png,1,train
18052.png,0,train
03296.png,0,train
03268.png,0,train
46238.png,0,train
40716.png,0,train
74061.png,1,train
51387.png,1,train
30527.png,1,train
78345.png,0,train
85132.png,0,train
35048.png,1,train
65741.png,1,train
52761.png,0,train
47531.png,0,train
58476.png,0,train
97805.png,0,train
89245.png,1,train
04918.png,0,train
71086.png,0,train
84620.png,1,train
35671.png,1,train
49178.png,0,train
70562.png,0,train
60134.png,1,train
35640.png,0,train
58674.png,0,train
08641.png,0,train
54038.png,0,train
37284.png,1,train
87263.png,1,train
84209.png,0,train
31406.png,0,train
74198.png,1,train
70851.png,0,train
49618.png,0,train
79823.png,1,train
61347.png,0,train
50286.png,1,train
21936.png,0,train
79280.png,0,train
28639.png,0,train
34698.png,0,train
71380.png,0,train
32549.png,1,train
83025.png,1,train
29463.png,0,train
49725.png,0,train
58176.png,0,train
80765.png,0,train
40257.png,1,train
42315.png,0,train
06375.png,0,train
15298.png,0,train
35017.png,0,train
48216.png,0,train
03845.png,1,train
89634.png,1,train
60451.png,1,train
23158.png,1,train
53206.png,0,train
68713.png,0,train
98574.png,0,train
93208.png,1,train
72490.png,0,train
18257.png,1,train
07285.png,0,train
98425.png,1,train
79385.png,0,train
79845.png,0,train
51304.png,0,train
05912.png,0,train
16874.png,0,train
79425.png,0,train
12784.png,0,train
89314.png,0,train
23940.png,0,train
63715.png,0,train
96417.png,0,train
23746.png,1,train
32695.png,0,train
95478.png,1,train
49153.png,1,train
05719.png,1,train
49810.png,0,train
92375.png,1,train
31495.png,0,train
18294.png,0,train
61257.png,0,train
31640.png,1,train
08476.png,0,train
83907.png,1,train
50372.png,0,train
03418.png,0,train
87023.png,1,train
83125.png,1,train
01568.png,1,train
23416.png,0,train
47615.png,0,train
96127.png,0,train
17493.png,1,train
63578.png,0,train
17458.png,0,train
67348.png,0,train
23478.png,0,train
78302.png,0,train
06725.png,0,train
76032.png,0,train
54708.png,0,train
18546.png,0,train
52867.png,1,train
31295.png,0,train
29675.png,1,train
69503.png,0,train
84563.png,1,train
96845.png,0,train
73814.png,0,train
95684.png,0,train
89267.png,0,train
42503.png,1,train
50413.png,0,train
42865.png,0,train
54962.png,1,train
67843.png,1,train
40372.png,1,train
04719.png,0,train
05421.png,0,train
64175.png,0,train
36910.png,0,train
26085.png,0,train
39158.png,0,train
10692.png,0,train
42816.png,1,train
71396.png,1,train
49762.png,0,train
02548.png,0,train
87125.png,0,train
42608.png,0,train
29851.png,1,train
64153.png,1,train
06945.png,0,train
84537.png,0,train
74609.png,1,train
35168.png,0,train
43085.png,0,train
97184.png,0,train
58329.png,0,train
57630.png,1,train
76035.png,0,train
94571.png,1,train
83794.png,0,train
79680.png,1,train
21089.png,1,train
87261.png,1,train
91872.png,0,train
81625.png,0,train
50471.png,1,train
27169.png,1,train
37084.png,0,train
48917.png,1,train
75230.png,0,train
91786.png,1,train
06847.png,0,train
01293.png,0,train
81349.png,0,train
69708.png,0,train
96517.png,1,train
56812.png,0,train
83607.png,0,train
18274.png,1,train
85209.png,0,train
40216.png,0,train
18296.png,0,train
32576.png,0,train
08147.png,0,train
60254.png,0,train
85034.png,1,train
85741.png,0,train
30896.png,0,train
59743.png,0,train
69728.png,1,train
72638.png,0,train
03124.png,0,train
69520.png,1,train
06985.png,0,train
12086.png,1,train
63712.png,1,train
64385.png,0,train
37294.png,0,train
30675.png,1,train
26419.png,0,train
10839.png,0,train
61407.png,0,train
98154.png,0,train
75382.png,1,train
63501.png,0,train
25096.png,0,train
19752.png,0,train
38109.png,0,train
36240.png,0,train
80576.png,1,train
42871.png,1,train
57260.png,0,train
34960.png,0,train
71302.png,0,train
50263.png,1,train
59163.png,0,train
70865.png,0,train
98756.png,1,train
81645.png,0,train
72095.png,0,train
87126.png,1,train
32490.png,1,train
34587.png,0,train
61207.png,1,train
46183.png,1,train
95724.png,0,train
29507.png,0,train
86705.png,0,train
10493.png,0,train
70196.png,1,train
63105.png,0,train
19507.png,0,train
60841.png,1,train
20738.png,1,train
07436.png,0,train
27860.png,1,train
21957.png,1,train
57298.png,0,train
89320.png,0,train
23806.png,1,train
27395.png,0,train
19326.png,0,train
30518.png,0,train
67413.png,0,train
98714.png,1,train
45316.png,1,train
83296.png,0,train
87649.png,0,train
12495.png,0,train
45016.png,0,train
69842.png,0,train
48739.png,1,train
26409.png,0,train
24061.png,0,train
40629.png,0,train
94860.png,0,train
61492.png,0,train
37829.png,0,train
26489.png,0,train
75092.png,1,train
80615.png,0,train
38574.png,0,train
86504.png,0,train
89743.png,0,train
07463.png,0,train
46387.png,0,train
23048.png,0,train
64723.png,1,train
27351.png,0,train
20146.png,0,train
09615.png,0,train
58019.png,1,train
14728.png,0,train
29574.png,1,train
15846.png,0,train
62301.png,0,train
12604.png,0,train
83257.png,0,train
79614.png,1,train
78125.png,1,train
31205.png,0,train
89123.png,1,train
61250.png,0,train
16849.png,1,train
56938.png,0,train
63201.png,0,train
47136.png,1,train
37296.png,0,train
14263.png,0,train
79581.png,1,train
27405.png,1,train
68429.png,0,train
27468.png,1,train
09827.png,0,train
67195.png,1,train
62178.png,1,train
94356.png,0,train
29475.png,0,train
13276.png,0,train
34180.png,1,train
12754.png,0,train
73926.png,0,train
65829.png,0,train
87149.png,1,train
53827.png,0,train
46980.png,0,train
20673.png,0,train
56791.png,0,train
91367.png,1,train
76098.png,0,train
26894.png,0,train
16537.png,0,train
34670.png,1,train
51682.png,1,train
49021.png,0,train
90574.png,1,train
98072.png,0,train
80154.png,0,train
23071.png,0,train
58027.png,0,train
48103.png,0,train
64321.png,0,train
62158.png,1,train
37459.png,0,train
82705.png,1,train
74913.png,0,train
59203.png,1,train
94013.png,0,train
42687.png,0,train
97045.png,0,train
26903.png,0,train
47596.png,1,train
93728.png,1,train
67142.png,1,train
62108.png,0,train
52837.png,1,train
37214.png,0,train
57103.png,0,train
43259.png,0,train
78902.png,0,train
83152.png,1,train
61948.png,1,train
09843.png,1,train
14259.png,1,train
72356.png,0,train
71943.png,0,train
70825.png,0,train
85439.png,1,train
70324.png,1,train
78091.png,0,train
27436.png,0,train
68520.png,0,train
67125.png,0,train
46928.png,0,train
21809.png,0,train
82563.png,0,train
16920.png,0,train
85461.png,1,train
40385.png,1,train
20435.png,0,train
30142.png,0,train
71309.png,0,train
25401.png,1,train
39560.png,0,train
45609.png,0,train
85964.png,0,train
20498.png,0,train
86437.png,0,train
45297.png,0,train
63587.png,0,train
31678.png,0,train
54301.png,1,train
51687.png,0,train
49168.png,0,train
29764.png,0,train
79512.png,0,train
54601.png,0,train
63051.png,0,train
71389.png,0,train
79516.png,0,train
17234.png,0,train
75018.png,0,train
65273.png,1,train
02935.png,0,train
05214.png,1,train
10843.png,0,train
72358.png,0,train
36429.png,0,train
47985.png,0,train
01576.png,0,train
82673.png,0,train
40865.png,1,train
71528.png,0,train
10345.png,0,train
13602.png,0,train
48936.png,0,train
46027.png,1,train
02467.png,0,train
13045.png,0,train
16059.png,0,train
92370.png,0,train
92501.png,1,train
52068.png,0,train
78054.png,0,train
58971.png,0,train
09785.png,0,train
41637.png,0,train
51248.png,0,train
89325.png,0,train
71265.png,0,train
05781.png,0,train
32617.png,0,train
23754.png,1,train
50236.png,0,train
58637.png,0,train
81624.png,1,train
71836.png,0,train
36092.png,0,train
62485.png,1,train
18963.png,1,train
98670.png,1,train
41769.png,0,train
27048.png,0,train
74310.png,0,train
65087.png,0,train
69415.png,0,train
52978.png,0,train
05468.png,0,train
94620.png,0,train
41086.png,1,train
28613.png,1,train
19248.png,0,train
07618.png,0,train
43527.png,0,train
37185.png,1,train
46172.png,0,train
18074.png,1,train
31960.png,1,train
71095.png,1,train
61859.png,1,train
83150.png,1,train
47918.png,1,train
50149.png,0,train
37204.png,0,train
25170.png,0,train
30591.png,0,train
26538.png,0,train
98157.png,0,train
34217.png,0,train
32416.png,0,train
49758.png,0,train
15064.png,1,train
94786.png,0,train
32650.png,0,train
34078.png,0,train
29148.png,0,train
18926.png,0,train
38251.png,0,train
74920.png,0,train
65240.png,0,train
91270.png,0,train
37819.png,0,train
45691.png,1,train
35091.png,0,train
91537.png,1,train
62710.png,1,train
76214.png,1,train
03681.png,0,train
79053.png,0,train
15493.png,0,train
49017.png,0,train
45209.png,1,train
52130.png,0,train
46510.png,0,train
16520.png,1,train
12675.png,0,train
08395.png,1,train
75192.png,0,train
34806.png,0,train
28605.png,1,train
07465.png,0,train
53914.png,0,train
17392.png,0,train
42675.png,0,train
49785.png,0,train
80957.png,1,train
91536.png,0,train
69807.png,1,train
72945.png,1,train
50894.png,1,train
93610.png,0,train
09251.png,1,train
90753.png,0,train
39645.png,0,train
24980.png,0,train
31709.png,0,train
93286.png,0,train
64781.png,0,train
23514.png,0,train
64320.png,0,train
10867.png,0,train
95803.png,1,train
62791.png,0,train
83215.png,1,train
97604.png,0,train
05716.png,0,train
81705.png,0,train
04187.png,0,train
52619.png,0,train
38720.png,0,train
15029.png,1,train
08624.png,1,train
41925.png,1,train
80932.png,0,train
45930.png,0,train
19647.png,0,train
36842.png,0,train
31629.png,1,train
19426.png,0,train
40953.png,0,train
07469.png,0,train
38209.png,1,train
87235.png,0,train
42160.png,0,train
49670.png,1,train
45126.png,1,train
86329.png,1,train
48930.png,1,train
12039.png,0,train
14632.png,1,train
64350.png,1,train
62084.png,0,train
28049.png,0,train
56290.png,0,train
28935.png,1,train
35417.png,0,train
93082.png,0,train
56249.png,1,train
23140.png,0,train
68371.png,1,train
78039.png,1,train
36014.png,0,train
86273.png,0,train
23504.png,1,train
72608.png,0,train
10238.png,0,train
35247.png,1,train
46978.png,0,train
40857.png,0,train
93128.png,1,train
63784.png,1,train
81296.png,0,train
37058.png,1,train
34028.png,0,train
98064.png,0,train
76483.png,0,train
92354.png,0,train
71830.png,0,train
06541.png,1,train
21569.png,1,train
04863.png,0,train
87429.png,1,train
94350.png,1,train
24189.png,1,train
26073.png,1,train
61908.png,0,train
46310.png,1,train
89302.png,1,train
85901.png,0,train
26179.png,0,train
59072.png,0,train
41387.png,0,train
08415.png,0,train
38547.png,1,train
82674.png,0,train
12608.png,0,train
02413.png,0,train
51627.png,0,train
26318.png,1,train
79584.png,1,train
09547.png,0,train
69470.png,0,train
08546.png,1,train
52803.png,1,train
63251.png,1,train
14823.png,1,train
14520.png,0,train
57602.png,0,train
46813.png,0,train
70368.png,1,train
40791.png,0,train
65908.png,0,train
15738.png,1,train
63417.png,0,train
51237.png,0,train
30286.png,0,train
07254.png,1,train
12837.png,1,train
95814.png,0,train
52716.png,0,train
65940.png,0,train
39175.png,0,train
68903.png,0,train
04287.png,1,train
26319.png,1,train
24653.png,0,train
13248.png,0,train
41958.png,1,train
17054.png,1,train
52960.png,0,train
81245.png,1,train
90127.png,0,train
03871.png,1,train
71625.png,1,train
84907.png,0,train
09376.png,0,train
92408.png,1,train
41325.png,0,train
57826.png,1,train
52318.png,0,train
63025.png,1,train
35902.png,0,train
90573.png,0,train
73154.png,1,train
19234.png,0,train
83764.png,1,train
30697.png,0,train
48162.png,1,train
18942.png,0,train
23450.png,0,train
01327.png,0,train
70194.png,1,train
65380.png,0,train
34652.png,1,train
15439.png,0,train
83921.png,1,train
46857.png,0,train
69140.png,1,train
35016.png,0,train
87351.png,0,train
39452.png,0,train
75320.png,0,train
46983.png,0,train
01875.png,0,train
79854.png,1,train
35271.png,0,train
79321.png,1,train
31426.png,1,train
26379.png,0,train
81902.png,0,train
81602.png,1,train
78631.png,0,train
90365.png,0,train
63187.png,1,train
15893.png,1,train
60741.png,0,train
78401.png,1,train
84152.png,1,train
46952.png,0,train
69237.png,0,train
59260.png,1,train
51978.png,0,train
19027.png,0,train
71645.png,0,train
06194.png,1,train
50723.png,1,train
07839.png,0,train
52316.png,1,train
97842.png,1,train
28976.png,0,train
46198.png,0,train
14837.png,0,train
71206.png,0,train
30824.png,0,train
07931.png,1,train
02983.png,0,train
15674.png,0,train
64193.png,1,train
65378.png,0,train
28765.png,0,train
30462.png,0,train
46301.png,1,train
32806.png,0,train
59362.png,0,train
34915.png,1,train
97102.png,1,train
71486.png,0,train
56281.png,0,train
69024.png,0,train
86910.png,1,train
97413.png,0,train
97564.png,0,train
79806.png,0,train
12309.png,0,train
17598.png,0,train
61032.png,0,train
62384.png,0,train
52743.png,1,train
52904.png,1,train
06325.png,0,train
17483.png,0,train
21943.png,0,train
28195.png,0,train
46315.png,1,train
10256.png,1,train
19650.png,0,train
07523.png,1,train
24905.png,0,train
69017.png,0,train
09413.png,1,train
37140.png,1,train
58164.png,0,train
01578.png,1,train
12460.png,1,train
73514.png,0,train
28197.png,1,train
28043.png,0,train
32401.png,0,train
34095.png,0,train
52089.png,0,train
25103.png,1,train
41389.png,1,train
93124.png,0,train
32985.png,0,train
68549.png,1,train
05189.png,0,train
96078.png,0,train
18490.png,0,train
03795.png,1,train
86512.png,0,train
32160.png,0,train
47031.png,1,train
50142.png,0,train
58310.png,0,train
42510.png,1,train
37542.png,1,train
41795.png,0,train
18937.png,0,train
14037.png,1,train
90568.png,0,train
08534.png,1,train
42751.png,0,train
69518.png,1,train
97162.png,0,train
31560.png,0,train
14893.png,0,train
45371.png,0,train
54367.png,0,train
35708.png,0,train
97543.png,0,train
36870.png,1,train
12570.png,0,train
41265.png,0,train
76951.png,1,train
16837.png,1,train
30157.png,0,train
76498.png,0,train
04783.png,0,train
59024.png,1,train
64051.png,1,train
90148.png,0,train
85092.png,0,train
41697.png,1,train
17860.png,0,train
24958.png,0,train
97160.png,1,train
97860.png,0,train
63524.png,0,train
70189.png,1,train
32587.png,1,train
12967.png,1,train
67915.png,0,train
03854.png,1,train
76938.png,1,train
65037.png,0,train
39285.png,0,train
67041.png,0,train
51680.png,0,train
62981.png,0,train
42598.png,1,train
05471.png,1,train
97105.png,0,train
53160.png,0,train
70821.png,0,train
62831.png,1,train
78904.png,0,train
78164.png,0,train
68417.png,0,train
68521.png,0,train
43961.png,0,train
76423.png,1,train
71963.png,1,train
07824.png,0,train
62850.png,0,train
23109.png,0,train
96804.png,1,train
38712.png,0,train
92541.png,0,train
89206.png,1,train
42167.png,0,train
14679.png,1,train
39416.png,1,train
62891.png,0,train
09185.png,1,train
58479.png,0,train
26315.png,0,train
13520.png,1,train
69524.png,0,train
45931.png,1,train
27041.png,0,train
27801.png,0,train
95024.png,1,train
93718.png,0,train
89072.png,1,train
87615.png,1,train
96235.png,1,train
35692.png,0,train
60389.png,1,train
78624.png,0,train
83509.png,1,train
87645.png,1,train
41362.png,1,train
75139.png,0,train
67835.png,1,train
04281.png,0,train
14920.png,0,train
16082.png,1,train
72816.png,0,train
36450.png,0,train
84106.png,1,train
38724.png,1,train
97153.png,0,train
35620.png,1,train
67439.png,1,train
75104.png,0,train
56981.png,1,train
56130.png,0,train
36725.png,1,train
27963.png,0,train
92643.png,0,train
94026.png,0,train
15926.png,0,train
90752.png,0,train
71305.png,0,train
83964.png,1,train
84392.png,0,train
30598.png,1,train
62815.png,1,train
13968.png,1,train
25436.png,0,train
17385.png,1,train
47581.png,0,train
52768.png,0,train
60827.png,0,train
65298.png,0,train
91462.png,1,train
48269.png,1,train
18940.png,1,train
63709.png,0,train
26184.png,1,train
09851.png,0,train
73924.png,0,train
56870.png,0,train
58209.png,0,train
69521.png,0,train
72396.png,0,train
43089.png,0,train
07651.png,1,train
28315.png,0,train
85136.png,0,train
94153.png,0,train
12576.png,0,train
03178.png,1,train
78035.png,0,train
32491.png,0,train
42931.png,0,train
91065.png,1,train
28957.png,1,train
53927.png,1,train
28134.png,1,train
85916.png,0,train
17230.png,0,train
50186.png,0,train
21305.png,1,train
76320.png,0,train
14086.png,0,train
73026.png,0,train
86129.png,0,train
64285.png,0,train
46785.png,0,train
20691.png,1,train
97823.png,0,train
70614.png,0,train
72340.png,1,train
63092.png,1,train
97810.png,1,train
94723.png,0,train
09156.png,1,train
81403.png,1,train
72914.png,0,train
47208.png,0,train
50148.png,0,train
16935.png,0,train
36508.png,1,train
39401.png,0,train
48062.png,0,train
91358.png,1,train
83256.png,1,train
56143.png,0,train
16280.png,0,train
37018.png,1,train
74126.png,0,train
38190.png,0,train
49387.png,0,train
72506.png,0,train
79258.png,0,train
80736.png,0,train
02965.png,1,train
27685.png,1,train
59043.png,0,train
46137.png,0,train
87196.png,0,train
95687.png,1,train
38527.png,0,train
71562.png,0,train
30629.png,1,train
38417.png,0,train
45289.png,0,train
14793.png,0,train
65103.png,0,train
49728.png,1,train
72486.png,0,train
53820.png,0,train
49726.png,1,train
09682.png,0,train
25917.png,0,train
16089.png,0,train
68019.png,1,train
70495.png,0,train
67491.png,1,train
80945.png,1,train
23091.png,0,train
21593.png,1,train
72195.png,0,train
30695.png,1,train
69043.png,0,train
59812.png,0,train
28067.png,0,train
13469.png,0,train
39784.png,1,train
62198.png,1,train
50871.png,0,train
74096.png,0,train
58769.png,0,train
67138.png,0,train
75086.png,1,train
78563.png,0,train
68971.png,0,train
21693.png,0,train
05297.png,1,train
86401.png,0,train
43197.png,0,train
08597.png,1,train
67054.png,0,train
84721.png,0,train
91654.png,1,train
58190.png,1,train
54019.png,0,train
68512.png,0,train
59672.png,0,train
83402.png,0,train
45708.png,0,train
46312.png,1,train
98305.png,0,train
39421.png,0,train
93071.png,0,train
69528.png,1,train
90861.png,1,train
40539.png,0,train
06374.png,1,train
12376.png,0,train
27134.png,1,train
46852.png,1,train
65349.png,1,train
91208.png,0,train
82079.png,1,train
74380.png,0,train
53740.png,1,train
09841.png,0,train
58349.png,0,train
74356.png,1,train
48396.png,1,train
95403.png,1,train
06934.png,0,train
04859.png,1,train
29178.png,1,train
69351.png,1,train
13798.png,0,train
91320.png,0,train
06579.png,0,train
47012.png,0,train
54632.png,1,train
95861.png,0,train
32971.png,0,train
91064.png,1,train
94506.png,0,train
82461.png,1,train
94305.png,0,train
64301.png,1,train
48697.png,1,train
28435.png,0,train
62381.png,0,train
34756.png,0,train
79815.png,0,train
32591.png,0,train
62184.png,1,train
59328.png,0,train
32647.png,1,train
01598.png,1,train
89750.png,0,train
93215.png,0,train
41063.png,1,train
56183.png,1,train
42380.png,1,train
21468.png,0,train
06539.png,0,train
80162.png,0,train
94071.png,0,train
50927.png,0,train
52490.png,1,train
87695.png,1,train
30721.png,1,train
23851.png,0,train
78104.png,0,train
97386.png,1,train
16820.png,0,train
20684.png,0,train
80316.png,1,train
93725.png,1,train
45630.png,0,train
13270.png,0,train
96150.png,0,train
87140.png,1,train
46352.png,0,train
64918.png,0,train
71348.png,0,train
96734.png,0,train
06543.png,1,train
49087.png,0,train
08452.png,0,train
82076.png,0,train
43192.png,0,train
58327.png,1,train
02459.png,1,train
03984.png,0,train
29503.png,0,train
34518.png,0,train
94162.png,0,train
51403.png,1,train
31758.png,0,train
17834.png,0,train
49786.png,0,train
40563.png,0,train
65807.png,1,train
40792.png,0,train
09267.png,1,train
13650.png,0,train
68721.png,0,train
32957.png,1,train
31547.png,1,train
71524.png,0,train
06213.png,1,train
56081.png,0,train
02194.png,0,train
72891.png,1,train
56712.png,1,train
35614.png,1,train
30957.png,1,train
46507.png,0,train
19074.png,1,train
38549.png,0,train
60598.png,1,train
80126.png,0,train
76815.png,0,train
98103.png,1,train
43956.png,1,train
54672.png,1,train
07391.png,0,train
29158.png,1,train
56709.png,0,train
21648.png,0,train
76208.png,0,train
95103.png,0,train
09486.png,0,train
98702.png,0,train
19643.png,1,train
94802.png,0,train
23905.png,0,train
67892.png,1,train
24038.png,0,train
96431.png,0,train
82045.png,0,train
87340.png,1,train
31268.png,1,train
82359.png,1,train
21043.png,1,train
07853.png,1,train
35276.png,0,train
96720.png,0,train
53980.png,1,train
02956.png,0,train
54317.png,1,train
05973.png,0,train
75319.png,0,train
90632.png,0,train
72968.png,0,train
38647.png,1,train
42810.png,1,train
76910.png,1,train
07956.png,1,train
49165.png,0,train
24537.png,1,train
41589.png,1,train
89615.png,0,train
12907.png,1,train
45396.png,1,train
85417.png,0,train
14580.png,0,train
63714.png,0,train
73561.png,1,train
67193.png,1,train
18094.png,1,train
37419.png,0,train
51943.png,0,train
06291.png,0,train
02571.png,0,train
62947.png,0,train
24857.png,0,train
34927.png,1,train
70415.png,0,train
29138.png,1,train
87063.png,1,train
35709.png,0,train
57248.png,0,train
37509.png,1,train
02761.png,0,train
87401.png,0,train
27480.png,0,train
73568.png,0,train
57802.png,1,train
30851.png,0,train
37984.png,0,train
91802.png,0,train
43721.png,0,train
36598.png,1,train
32140.png,0,train
21504.png,0,train
09834.png,0,train
78243.png,1,train
04639.png,1,train
74802.png,1,train
89561.png,1,train
31429.png,0,train
41067.png,1,train
48710.png,0,train
78069.png,1,train
28147.png,0,train
20491.png,1,train
28970.png,0,train
02385.png,0,train
19783.png,1,train
07865.png,1,train
14569.png,0,train
05931.png,0,train
48096.png,1,train
43615.png,0,train
91340.png,1,train
01295.png,1,train
86013.png,0,train
59641.png,0,train
63812.png,0,train
89264.png,1,train
75298.png,0,train
76293.png,0,train
07594.png,0,train
64758.png,0,train
13945.png,0,train
67130.png,0,train
94108.png,0,train
18267.png,1,train
80591.png,0,train
31609.png,0,train
12647.png,0,train
05872.png,1,train
93027.png,1,train
18739.png,0,train
25198.png,0,train
76183.png,0,train
60348.png,0,train
02475.png,0,train
04157.png,0,train
46827.png,0,train
94872.png,0,train
17034.png,1,train
47386.png,1,train
20149.png,1,train
67254.png,0,train
16359.png,1,train
28764.png,1,train
46013.png,0,train
69175.png,1,train
14658.png,0,train
25097.png,1,train
13960.png,1,train
10483.png,1,train
01379.png,0,train
27418.png,0,train
70281.png,1,train
16540.png,1,train
92341.png,0,train
71659.png,1,train
27304.png,0,train
90321.png,0,train
75908.png,0,train
98421.png,1,train
31204.png,1,train
53482.png,1,train
17630.png,1,train
60532.png,0,train
71902.png,1,train
07496.png,0,train
38954.png,0,train
48052.png,0,train
51683.png,1,train
02793.png,0,train
45732.png,1,train
59408.png,1,train
37180.png,1,train
71930.png,0,train
47905.png,1,train
30546.png,1,train
26149.png,0,train
86741.png,0,train
37208.png,0,train
76139.png,0,train
02594.png,1,train
43679.png,0,train
40136.png,0,train
09523.png,0,train
49278.png,0,train
65371.png,0,train
15723.png,0,train
13450.png,1,train
25943.png,0,train
64910.png,0,train
69480.png,0,train
65301.png,0,train
76254.png,0,train
96420.png,0,train
04125.png,0,train
43015.png,0,train
96034.png,0,train
20745.png,1,train
90178.png,1,train
61459.png,0,train
19430.png,0,train
91428.png,0,train
63905.png,1,train
56387.png,0,train
96873.png,0,train
37915.png,1,train
76980.png,0,train
90138.png,0,train
38416.png,0,train
24376.png,0,train
79682.png,0,train
36724.png,1,train
07628.png,1,train
01637.png,1,train
15238.png,0,train
48630.png,0,train
28751.png,0,train
02317.png,1,train
48617.png,0,train
21835.png,1,train
51029.png,0,train
27341.png,1,train
91236.png,0,train
05941.png,1,train
71692.png,0,train
81497.png,0,train
20194.png,0,train
04926.png,0,train
23501.png,1,train
58014.png,0,train
18273.png,1,train
98307.png,1,train
72814.png,0,train
01589.png,1,train
28674.png,1,train
69530.png,0,train
69758.png,0,train
50789.png,1,train
90541.png,0,train
09326.png,0,train
89350.png,0,train
54082.png,1,train
72641.png,0,train
14590.png,0,train
62789.png,0,train
90126.png,1,train
30526.png,1,train
82973.png,0,train
12374.png,0,train
49170.png,1,train
04183.png,0,train
92613.png,0,train
05987.png,1,train
02718.png,0,train
38154.png,0,train
71360.png,0,train
12507.png,1,train
83527.png,1,train
36107.png,0,train
72594.png,1,train
34190.png,0,train
36098.png,1,train
46097.png,0,train
36812.png,0,train
98625.png,0,train
61935.png,1,train
69087.png,0,train
51493.png,1,train
48357.png,0,train
64721.png,1,train
82316.png,1,train
58016.png,0,train
80153.png,0,train
52714.png,1,train
75068.png,1,train
63894.png,1,train
04185.png,0,train
13962.png,1,train
72406.png,0,train
83972.png,1,train
14362.png,0,train
08564.png,0,train
82014.png,0,train
94512.png,0,train
56429.png,0,train
82657.png,0,train
29760.png,0,train
49635.png,0,train
53068.png,0,train
56470.png,1,train
57812.png,0,train
31497.png,0,train
01682.png,1,train
87691.png,0,train
58901.png,0,train
94518.png,1,train
47620.png,1,train
05482.png,0,train
25461.png,1,train
09531.png,0,train
96452.png,1,train
29816.png,0,train
08937.png,0,train
84729.png,0,train
36197.png,0,train
43579.png,1,train
40693.png,0,train
75603.png,1,train
83692.png,1,train
68579.png,0,train
72958.png,0,train
85710.png,0,train
65019.png,0,train
68179.png,0,train
10893.png,1,train
18307.png,0,train
57134.png,1,train
30182.png,0,train
29708.png,1,train
14830.png,1,train
98134.png,1,train
74652.png,1,train
06531.png,0,train
43691.png,0,train
12453.png,0,train
53147.png,1,train
90125.png,1,train
56489.png,0,train
89417.png,0,train
86123.png,0,train
86032.png,1,train
17623.png,0,train
65094.png,0,train
58491.png,0,train
13269.png,1,train
81692.png,0,train
06794.png,0,train
08719.png,0,train
58764.png,1,train
71846.png,1,train
07895.png,0,train
71463.png,0,train
13458.png,0,train
82037.png,0,train
43906.png,0,train
06728.png,0,train
40852.png,0,train
40875.png,1,train
03145.png,1,train
74385.png,0,train
32891.png,0,train
24918.png,0,train
29513.png,1,train
64957.png,1,train
93648.png,1,train
91540.png,0,train
12597.png,0,train
43271.png,0,train
76431.png,0,train
14386.png,1,train
21869.png,1,train
78236.png,0,train
09247.png,0,train
21450.png,1,train
93618.png,0,train
05283.png,0,train
49106.png,0,train
40837.png,0,train
39106.png,0,train
02763.png,0,train
58793.png,0,train
42961.png,0,train
70612.png,1,train
90842.png,0,train
13465.png,0,train
67953.png,1,train
43907.png,0,train
58264.png,0,train
32189.png,0,train
05869.png,0,train
82631.png,0,train
50184.png,0,train
83461.png,0,train
37806.png,1,train
45307.png,1,train
86127.png,1,train
21486.png,1,train
45198.png,0,train
71825.png,0,train
53821.png,0,train
45072.png,0,train
16543.png,0,train
67521.png,1,train
71689.png,1,train
61953.png,0,train
35907.png,0,train
17405.png,0,train
67043.png,0,train
05138.png,0,train
07693.png,0,train
54912.png,0,train
59307.png,0,train
67531.png,0,train
83201.png,1,train
03528.png,0,train
93287.png,1,train
12483.png,0,train
51472.png,0,train
47051.png,0,train
56912.png,0,train
45231.png,0,train
68254.png,0,train
70296.png,0,train
75098.png,1,train
70142.png,0,train
30561.png,1,train
53140.png,1,train
49750.png,0,train
57482.png,0,train
02431.png,1,train
01829.png,0,train
34972.png,1,train
30618.png,0,train
42087.png,1,train
87345.png,1,train
98176.png,0,train
12957.png,1,train
31294.png,0,train
98627.png,0,train
73168.png,1,train
74083.png,0,train
92851.png,1,train
39612.png,0,train
91842.png,1,train
07632.png,0,train
02315.png,0,train
06175.png,0,train
54310.png,0,train
24501.png,1,train
20375.png,1,train
21746.png,0,train
23954.png,0,train
68752.png,0,train
12603.png,0,train
93164.png,0,train
90673.png,1,train
51679.png,1,train
52304.png,0,train
03429.png,0,train
97503.png,0,train
05643.png,1,train
30481.png,1,train
26370.png,0,train
19875.png,1,train
36954.png,0,train
02653.png,1,train
12093.png,0,train
06415.png,1,train
95078.png,1,train
05264.png,1,train
47385.png,0,train
15907.png,1,train
41832.png,1,train
52617.png,0,train
16259.png,0,train
02918.png,0,train
80942.png,0,train
31764.png,1,train
32841.png,1,train
21986.png,0,train
